patent no;patent title;chemical type 1
US2004213857;MULTI-VITAMIN AND MINERAL SUPPLEMENT FOR PREGNANT WOMEN;Vitamins
US2009126042;POLYNUCLEOTIDES AND POLYPEPTIDES INVOLVED IN PLANT FIBER DEVELOPMENT AND METHODS OF USING SAME;Vitamins
US2011160149;PHARMACEUTICAL COMPOSITION FOR A HEPATITIS C VIRAL PROTEASE INHIBITOR;Vitamins
US2002172721;VITAMIN FORMULATION FOR CARDIOVASCULAR HEALTH;Vitamins
US2003161912;BEVERAGE SYSTEM;Vitamins
US2010158984;Encapsulates;Tocopherols
US2018289625;CAPSULE WITH VOLUME-ADJUSTABLE INTERNAL DIAPHRAGM;Tocopherols
US6596306;Drug delivery system:formulation for fat-soluble drugs;Tocopherols
US2007021497;VITAMIN E COMPOSITIONS;Tocopherols
US2002127303;COMPOSITIONS COMPRISING FAT SOLUBLE SUBSTANCES IN A GLASSY CARBOHYDRATE MATRIX;Tocopherols
US2002098172;COENZYME Q10 FORMULATION AND PROCESS METHODOLOGY FOR SOFT GEL CAPSULES MANUFACTURING;Tocopherols
US2014234406;NOVEL NANOPARTICULATE SUSPENSION FOR INCORPORATING FAT-SOLUBLE VITAMINS IN THE TREATMENT OF HAIR THINNING AND HAIR LOSS;Tocopherols
US2003170324;25-HYDROXY VITAMIN D3 COMPOSITIONS;Tocopherols
US6086910;FOOD SUPPLEMENTS;Tocopherols
US2007141133;GLUTATHIONE BASED DELIVERY SYSTEM;Tocopherols
US5972985;HISTIDINE CONTAINING NUTRICEUTICAL COMPOSITIONS;Tocopherols
US2008089941;FUCOIDAN COMPOSITIONS AND METHODS;Tocopherols
US5855826;MATRIX-DOUBLE ENCAPSULATION METHOD AND A COSMETIC COMPOSITION CONTAINING MATRIX-DOUBLE CAPSULES;Tocopherols
US2001009926;MESOZEAXANTHIN FORMULATIONS FOR TREATMENT OF RETINAL DISORDERS;Tocopherols
US6079418;Tobacco products with dry powdered vitamin E;Tocopherols
US2011160149;PHARMACEUTICAL COMPOSITION FOR A HEPATITIS C VIRAL PROTEASE INHIBITOR;Tocopherols
US10098849;ANTI-RADICAL AGENTS;Tocopherols
US2002018772;SUPER ABSORPTION COENZYME Q10;Tocopherols
US2011218209;NUTRIENT DELIEVRY DRUG COMPOSITION;Tocopherols
US2012015913;FORMULATIONS OF 14-EPI-ANALOGUES OF VITAMIN D;Tocopherols
US3495988;ENCAPSULATION OF AROMAS AND FLAVORS;Aroma
US4001480;ENCAPSULATION PROCESS UTILIZING MICROORGANISMS AND PRODUCTS PRODUCED THEREBY;Aroma
US3395021;BEVERAGE POWDER PRODUCING PULPY MOUTH FEEL WHEN DISSOLVED;Aroma
US3041289;METHOD OF MAKING WALLED CLUSTERS OF CAPSULES;Aroma
US6500463;Encapsulation of sensitive components into a matrix to obtain discrete shelf-stable particles;Aroma
US2009095164;METHOD OF ENHANCING BEVERAGES BY MEANS OF A UNIQUE MICROENCAPSULATED DELIVERY SYSTEM;Aroma
US3533958;PROCESS FOR MAKING MINUTE CAPSULES;Aroma
US10098849;ANTI-RADICAL AGENTS;Aroma
US6337089;Microcapsule containing core material and method for producing the same;Aroma
US2007122398;ENCAPSULATED HYDROPHILIC COMPOUNDS;Aroma
US3622587;CERTAIN 3-PYRIDYLMETHYL-2-(P-CHLORO PHENOXY)-2-METHYL PROPIONATE-N-OXIDES AND DERIVATIVES THEREOF;Aroma
US2005158396;ANTIOXIDATIVE PREPARATIONS;Aroma
US2004116514;COMPOSITIONS FOR PREVENTING HUMAN CANCER AND METHOD OF PREVENTING HUMAN CANCER;Beta-carotene
US5002780;MAGNESIUM SALT OF A FATTY ACID ACYL LACTYLATE;Beta-carotene
US5972985;HISTIDINE CONTAINING NUTRICEUTICAL COMPOSITIONS;Beta-carotene
US2012202694;PRODUCTION OF ENCAPSULATED NANOPARTICLES AT COMMERCIAL SCALE;Beta-carotene
US2018280333;FISH EGG EXTRACTS, OMEGA-3 LIPID-BASED COMPOSITIONS AND USES THEREOF;Beta-carotene
US2001019724;CAROTENOID FORMULATIONS, COMPRISING A MIXTURE OF BETA-CAROTENE, LYCOPENE AND LUTEIN;Beta-carotene
US5153001;AGENT FOR TREATING HEART DISEASE;Beta-carotene
US2002018772;SUPER ABSORPTION COENZYME Q10;Beta-carotene
US2002127303;COMPOSITIONS COMPRISING FAT SOLUBLE SUBSTANCES IN A GLASSY CARBOHYDRATE MATRIX;Beta-carotene
US2002004069;Discoloration-resistant vitamin composition;Beta-carotene
US2010159029;COMPOSITION AND NUTRITIONAL SUPPLEMENTS FOR IMPROVING OCULAR HEALTH AND REDUCING OCULAR INFLAMMATORY RESPONSE;Beta-carotene
US2016038530;NUTRITIONAL SUPPLEMENT TO COMPLEMENT CANCER THERAPY;Beta-carotene
US2005048164;COATED CHEWING GUM COMPRISING AN ACTIVE SUBSTANCE HAVING SYSTEMIC ACTIVITY;Beta-carotene
US2002160060;ENRICHED SPREADS;Beta-carotene
US5180747;STABILIZED FAT-SOLUBLE VITAMIN COMPOSITIONS;Beta-carotene
US2008160084;NATURAL WATER-INSOLUBLE ENCAPSULATION COMPOSITIONS AND PROCESSES FOR PREPARING SAME;Beta-carotene
US2014356424;COMPOSITION FOR TREATMENT OR REDUCTION OF SYMPTOMS RELATED TO PREMENSTRUAL SYNDROME (PMS), PREMENSTRUAL DISPHORIC DISORDER (PMDD), PREMENOPAUSE, MENOPAUSE OR FEMALE HORMONAL DISORDERS, IN A PHARMACEUTICAL COMPOSITION CONTAINING SAID FORM, AND PROCESS FOR PRODUCING SAID PHARMACEUTICAL FORM AND USE OF SAID COMPOSITION;Beta-carotene
US6500463;Encapsulation of sensitive components into a matrix to obtain discrete shelf-stable particles;Beta-carotene
US2011262553;COMPOSITIONS SUITABLE FOR TREATING CUTANEOUS SIGNS OF AGING;Beta-carotene
US2015296821;FERMENTED DAIRY PRODUCT COMPRISING MICROCAPSULES AND PROCESS FOR PREPARING THE SAME;Beta-carotene
US4670247;PROCESS FOR PREPARING FAT-SOLUBLE VITAMIN ACTIVE BEADLETS;Beta-carotene
US2005238675;WATER-SOLUBLE FORMULATIONS OF FAT SOLUBLE VITAMINS AND PHARMACEUTICAL AGENTS AND THEIR APPLICATIONS;Beta-carotene
US2007141096;ENCAPSULATION OF SENSITIVE LIQUID COMPONENTS INTO A MATRIX TO OBTAIN DISCRETE SHELF-STABLE PARTICLES;Beta-carotene
US10098849;ANTI-RADICAL AGENTS;Beta-carotene
US4992282;STABLE NUTRITIONAL VITAMIN AND MINERAL SUPPLEMENTED BEVERAGE;Beta-carotene
US5532002;GELATIN PHARMACEUTICAL FORMULATIONS;Beta-carotene
US6007856;OIL-IN-WATER DISPERSIONS OF BETA -CAROTENE AND OTHER CAROTENOIDS STABLE AGAINST OXIDATION PREPARED FROM WATER-DISPERSIBLE BEADLETS HAVING HIGH CONCENTRATIONS OF CAROTENOID;Beta-carotene
US2008089941;FUCOIDAN COMPOSITIONS AND METHODS;Beta-carotene
US2004213857;MULTI-VITAMIN AND MINERAL SUPPLEMENT FOR PREGNANT WOMEN;Beta-carotene
US6086910;FOOD SUPPLEMENTS;Beta-carotene
US5270063;READY-TO-EAT CEREAL PRODUCTS ENRICHED WITH BETA-CAROTENE;Beta-carotene
US2017056463;COMPOSITIONS AND METHODS FOR TREATING DIABETES;Beta-carotene
US2001009926;MESOZEAXANTHIN FORMULATIONS FOR TREATMENT OF RETINAL DISORDERS;Beta-carotene
US5976568;MODULAR SYSTEM OF DIETARY SUPPLEMENT COMPOSITIONS FOR OPTIMIZING HEALTH BENEFITS AND METHODS;Beta-carotene
US2017056339;FORMULATION OF FAT-SOLUBLE VITAMIN;Beta-carotene
US2009239945;ORAL COMPOSITION WITH AN ANTIAGEING EFFECT ON THE SKIN;Beta-carotene
US6136859;Pharmaceutical formulation for treating liver disorders;Beta-carotene
US2010316769;DIETARY SUPPLEMENTS CONTAINING PROBIOTICS;Beta-carotene
US2006018958;COENZYME Q10 FORMULATION AND PROCESS METHODOLOGY FOR SOFT GEL CAPSULES MANUFACTURING;Beta-carotene
US10016363;PRE-SPRAY EMULSIONS AND POWDERS CONTAINING NON-POLAR COMPOUNDS;Beta-carotene
US2010310726;NOVEL PREPARATION OF AN ENTERIC RELEASE SYSTEM;Beta-carotene
US6020333;Compositions containing in particular, riboflavin, for the local prevention of diseases of the genital and rectal mucus membranes;Beta-carotene
US2006115555;NUTRITIONAL SUPPLEMENTS CONTAINING XANTHONE EXTRACTS;Beta-carotene
US2005249820;NUTRITIONAL SUPPLEMENT FOR THE TREATMENT AND PREVENTION OF MACULAR DEGENERATION;Beta-carotene
US10212957;METHOD FOR PREPARING OIL-DISPERSIBLE CAROTENOID PREPARATION;Beta-carotene
US5002779;DRY STABLE CHOCOLATE BEVERAGE CONTAINING IRON AND VITAMIN C;Beta-carotene
US2018289625;CAPSULE WITH VOLUME-ADJUSTABLE INTERNAL DIAPHRAGM;Beta-carotene
US5916591;SOFT GELATIN CAPSULES;Beta-carotene
US6596306;Drug delivery system:formulation for fat-soluble drugs;Beta-carotene
US2018325915;CHLOROPHYLL COMPOSITION;Beta-carotene
US2011280960;THICK PINE NEEDLE EXTRACT COMPOSITION FOR CAPSULATION;Retinol
US2012015011;COSMETIC COMPOSITION COMPRISING DOUBLE-SHELL NANO-STRUCTURE;Retinol
US2013095157;COSMETIC COMPOSITION CONTAINING RETINOL STABILIZED BY POROUS POLYMER BEADS AND NANOEMULSION;Retinol
US2008057113;PHARMACEUTICAL ANTI-HERPETIC COMPOSITION, METHOD FOR PRODUCING A DOSAGE FORM BASED THEREON AND METHOD FOR THE USE THEREOF;Retinol
US2017348430;MICELAR DELIVERY SYSTEM BASED ON ENZYME-RESPONSIVE AMPHIPHILIC PEG-DENDRON HYBRID;Retinol
US8613961;DERMATOLOGICAL CREAM WITH NATURAL INGREDIENTS BASE;Retinol
US2002106339;COMPOSITIONS AND METHODS USING DIRECT MMP INHIBITORS FOR INHIBITING PHOTOAGING OF SKIN;Retinol
US2005042278;NEW FORMULATION FOR RETINOID-CONTAINING SOFT GELATIN CAPSULES;Retinol
US2006051425;METHOD OF MICROENCAPSULATION;Retinol
US2004096419;COSMETIC PREPARATION CONTAINING VITAMIN A;Retinol
US2013101569;HAIR GROWTH STIMULANT;Retinol
US2008287662;Balanites Aegyptiaca Saponins and Uses Thereof;Retinol
US2009181076;DRUG RELEASE FROM NANOPARTICLE-COATED CAPSULES;Retinol
US2005158376;DIETARY SUPPLEMENT AND METHOD OF PROCESSING SAME;Quercetin
US5126328;PROCESS FOR CROSSLINKING GELATIN;Thiamine
US6436453;PRODUCTION OF OIL ENCAPSULATED MINERALS AND VITAMINS IN A GLASSY MATRIX;Thiamine
US2011059171;ORAL GALENIC FORMULATION INCLUDING KETOROLAC AND B-COMPLEX VITAMINS, IN WHICH VITAMIN B6 IS IN AN OUTER LAYER SEPARATED FROM THE REST OF THE ACTIVE PRINCIPLES;Thiamine
US2016279058;PROTEIN-BASED GEL DELIVERY SYSTEM;Thiamine
US6426080;COSMETIC PREPARATION OF ACTIVE SUBSTANCES WITH HIGH PROTECTION FACTOR AGAINST FREE RADICALS;Thiamine
US5310555;ORAL NUTRITIONAL AND DIETARY COMPOSITION;Thiamine
US2004191295;COMPOSITION AND METHOD FOR VIRAL INHIBITION;Thiamine
US2002172721;VITAMIN FORMULATION FOR CARDIOVASCULAR HEALTH;Thiamine
US4182778;ENCAPSULATION OF VITAMIN AND MINERAL NUTRIENTS;Thiamine
US5972985;HISTIDINE CONTAINING NUTRICEUTICAL COMPOSITIONS;Thiamine
US2002004069;Discoloration-resistant vitamin composition;Thiamine
US2017348430;MICELAR DELIVERY SYSTEM BASED ON ENZYME-RESPONSIVE AMPHIPHILIC PEG-DENDRON HYBRID;Thiamine
US2008161318;NOVEL COMPOSITIONS AND USES THEREOF;Thiamine
US2011250298;COMPOSITION TO HELP PROTECT A USER AGAINST LIVER DAMAGE FROM ALCOHOL CONSUMPTION;Thiamine
US3574826;HYDROPHILIC POLYMERS HAVING VITAMINS ABSORBED THEREIN;Thiamine
US2016205969;SOLID DIETARY COMPOSITIONS FOR RUMINANTS AND METHODS OF MAKING AND USING THE SAME;Thiamine
US5002779;DRY STABLE CHOCOLATE BEVERAGE CONTAINING IRON AND VITAMIN C;Thiamine
US2008057113;PHARMACEUTICAL ANTI-HERPETIC COMPOSITION, METHOD FOR PRODUCING A DOSAGE FORM BASED THEREON AND METHOD FOR THE USE THEREOF;Thiamine
US2008213246;SUPPLEMENTS FOR PAIN MANAGEMENT;Thiamine
US2013101569;HAIR GROWTH STIMULANT;Thiamine
US3160564;MULTI-VITAMIN COMPOSITION CONTAINING PANTOTHENAMIDE;Thiamine
US4022883;COMPOSITION FOR ALLEVIATION OF UREMIC SYMPTOMS AND METHOD FOR ITS PREPARATION;Thiamine
US3833739;VITAMIN ENRICHED POTATO FLAKES;Thiamine
US5770215;Multivitamin/vascular occlusion inhibiting composition;Thiamine
US2018193483;DRUG FORMULATION BASED ON PARTICULATES COMPRISING POLYSACCHARIDE-VITAMIN CONJUGATE;Thiamine
US2014356424;COMPOSITION FOR TREATMENT OR REDUCTION OF SYMPTOMS RELATED TO PREMENSTRUAL SYNDROME (PMS), PREMENSTRUAL DISPHORIC DISORDER (PMDD), PREMENOPAUSE, MENOPAUSE OR FEMALE HORMONAL DISORDERS, IN A PHARMACEUTICAL COMPOSITION CONTAINING SAID FORM, AND PROCESS FOR PRODUCING SAID PHARMACEUTICAL FORM AND USE OF SAID COMPOSITION;Thiamine
US2018368458;TIME RELEASE VITAMINS AND MINERALS IN EDIBLE OILS;Thiamine
US2018078598;DIETARY SUPPLEMENTS CONTAINING DEHYDRATED STRAWBERRY;Thiamine
US3178444;Certain (5-nitro-2-thiazolyl)-urea compounds;Thiamine
US6989150;Cosmetic preparation of active substances with a synergistically increased radical protection factor;Thiamine
US3860733;MICROENCAPSULATED PRODUCT;Thiamine
US2011008308;Composition for hair, skin, nails;Thiamine
US5973224;DIETETICAL COMBINATION PREPARATIONS;Thiamine
US5780039;ORALLY-INGESTIBLE NUTRITION COMPOSITIONS HAVING IMPROVED PALATABILITY;Thiamine
US2519487;MULTIVITAMIN PREPARATION;Thiamine
US2006115555;NUTRITIONAL SUPPLEMENTS CONTAINING XANTHONE EXTRACTS;Thiamine
US6468568;OLIGOSACCHARIDE ENCAPSULATED MINERAL AND VITAMIN INGREDIENTS;Thiamine
US3080292;STABLE PLEASANT-TASTING VITAMIN B CONTAINING BEADLETS;Thiamine
US2003108598;ZEAXANTHIN FORMULATIONS FOR HUMAN INGESTION;Thiamine
US2016038530;NUTRITIONAL SUPPLEMENT TO COMPLEMENT CANCER THERAPY;Thiamine
US2013316004;COMPOSITIONS AND METHODS FOR STABILIZING SUSCEPTIBLE COMPOUNDS;Thiamine
US5759559;METHOD AND COMPOSITION FOR TREATING ACNE;Thiamine
US2005214383;MULTI-VITAMIN AND MINERAL NUTRITIONAL SUPPLEMENTS;Thiamine
US2010203106;METHOD FOR ENCAPSULATING AMINO ACIDS, VITAMINS AND MEDICATIONS AND METHOD FOR INCREASING RUMEN BYPASS OF AMINO ACIDS, VITAMINS AND MEDICATIONS;Thiamine
US10098849;ANTI-RADICAL AGENTS;Gamma-carotene
US5180747;STABILIZED FAT-SOLUBLE VITAMIN COMPOSITIONS;Gamma-carotene
US2011262553;COMPOSITIONS SUITABLE FOR TREATING CUTANEOUS SIGNS OF AGING;Gamma-carotene
US2001009926;MESOZEAXANTHIN FORMULATIONS FOR TREATMENT OF RETINAL DISORDERS;Gamma-carotene
US2013101569;HAIR GROWTH STIMULANT;Fragrance
US2006051425;METHOD OF MICROENCAPSULATION;Fragrance
US3510435;METHOD OF PRODUCING OPAQUE ENCAPSULATED MATERIALS;Fragrance
US2003224090;SNACKS OF ORALLY SOLUBLE EDIBLE FILMS;Fragrance
US2005112236;DELIVERY SYSTEM FOR ACTIVE COMPONENTS AS PART OF AN EDIBLE COMPOSITION HAVING PRESELECTED TENSILE STRENGTH;Fragrance
US2014121610;GARMENT AND METHOD USED TO PROVIDE HYDRATION AND ELASTICITY TO THE SKIN OF ABDOMEN AREA;Fragrance
US2018325915;CHLOROPHYLL COMPOSITION;Fragrance
US2005048164;COATED CHEWING GUM COMPRISING AN ACTIVE SUBSTANCE HAVING SYSTEMIC ACTIVITY;Fragrance
US2009297569;ORAL HYGIENE TABLETS AND CAPSULES FOR DIRECT ORAL DELIVERY OF ACTIVE INGREDIENTS;Fragrance
US6485528;Agents for treating keratin fibers;Fragrance
US2008057111;HERBAL COMPOSITION FOR FLU PREVENTION AND TREATMENT;Fragrance
US2005158376;DIETARY SUPPLEMENT AND METHOD OF PROCESSING SAME;Fragrance
US10092779;ORAL CARE COMPOSITION COMPRISING CAPSULES;Fragrance
US2008095807;COSMETIC SOAP;Fragrance
US2008089941;FUCOIDAN COMPOSITIONS AND METHODS;Fragrance
US6426080;COSMETIC PREPARATION OF ACTIVE SUBSTANCES WITH HIGH PROTECTION FACTOR AGAINST FREE RADICALS;Fragrance
US2018369306;COMPOSITIONS AND METHODS FOR TREATING MEMORY LOSS AND DIMINISHED COGNITION;Fragrance
US2016250128;TARGETED CAPSULES FOR THE DELIVERY OF SKIN WHITENING AGENTS IN THE SKIN;Fragrance
US6174542;DIETARY SUPPLEMENTS AND FOOD PRODUCTS FOR TREATING SYMPTOMS OF PMS;Fragrance
US2010159029;COMPOSITION AND NUTRITIONAL SUPPLEMENTS FOR IMPROVING OCULAR HEALTH AND REDUCING OCULAR INFLAMMATORY RESPONSE;Fragrance
US2015044308;PHARMACEUTICAL COMPOSITION FOR TREATING URINARY INCONTINENCE AND ENURESIS;Fragrance
US2006188549;ANIMAL FEED COMPOSITIONS CAPABLE OF REDUCING THE INCIDENCE OF FESCUE TOXICOSIS IN MAMMALS;Fragrance
US2011091522;EDIBLE CHEW PILL JACKET;Fragrance
US2019000907;COMPOSITIONS AND METHODS FOR TREATING INSOMNIA AND OTHER SLEEP RELATED DISORDERS;Fragrance
US2004260364;COMBINED SAUNA AND ENVIRONMENTAL CAPSULE;Fragrance
US2009095164;METHOD OF ENHANCING BEVERAGES BY MEANS OF A UNIQUE MICROENCAPSULATED DELIVERY SYSTEM;Fragrance
US2018078598;DIETARY SUPPLEMENTS CONTAINING DEHYDRATED STRAWBERRY;Fragrance
US8613961;DERMATOLOGICAL CREAM WITH NATURAL INGREDIENTS BASE;Fragrance
US5770215;Multivitamin/vascular occlusion inhibiting composition;Fragrance
US2017056463;COMPOSITIONS AND METHODS FOR TREATING DIABETES;Fragrance
US2018207277;STABLE FAT-SOLUBLE ACTIVE INGREDIENT COMPOSITION, MICROCAPSULE AND PROCESS OF PREPARATION AND USE THEREOF;Fragrance
US2006210604;OCULAR DELIVERY OF POLYMERIC DELIVERY FORMULATIONS;Fragrance
US2003096035;PREPARED FOODS CONTAINING TRIGLYCERIDE-RECRYSTALLIZED NON-ESTERIFIED PHYTOSTEROLS;Fragrance
US2011218209;NUTRIENT DELIEVRY DRUG COMPOSITION;Fragrance
US6989150;Cosmetic preparation of active substances with a synergistically increased radical protection factor;Fragrance
US2018071352;COMPOSITION AND METHODS OF USE FOR IMMUNE SYSTEM SUPPORT;Fragrance
US2016279058;PROTEIN-BASED GEL DELIVERY SYSTEM;Fragrance
US2011105444;ONCE-A-WEEK ADMINISTRATION OF 25-HYDROXY VITAMIN D3 TO SUSTAIN ELEVATED STEADY-STATE PHARMACOKINETIC BLOOD CONCENTRATION;Fragrance
US2010158984;Encapsulates;Fragrance
US6337089;Microcapsule containing core material and method for producing the same;Fragrance
US2003180719;HUMAN CELLULAR PROTEIN GASTROINTESTINAL GLUTATHIONE PEROXIDASE AS TARGET FOR MEDICAL INTERVENTION AGAINST HEPATITIS C VIRUS INFECTIONS;Fragrance
US2005097640;METHODS FOR ENHANCING STRESS TOLERANCE IN PLANTS AND COMPOSITIONS THEREOF;Fragrance
US2015230499;DIETARY COMPOSITIONS COMPRISING CAPSULES OBTAINED BY COACERVATION WITHOUT THE USE OF TOXIC CROSS-LINKING AGENTS;Fragrance
US2007077308;CONTINUOUS MULTI-MICROENCAPSULATION PROCESS FOR IMPROVING THE STABILITY AND STORAGE LIFE OF BIOLOGICALLY ACTIVE INGREDIENTS;Fragrance
US2011002966;Vaginal Suppository System and Method;Fragrance
US8501258;METHOD FOR PREPARING MILK-BASED BEVERAGES;Fragrance
US2008213246;SUPPLEMENTS FOR PAIN MANAGEMENT;Fragrance
US2013316004;COMPOSITIONS AND METHODS FOR STABILIZING SUSCEPTIBLE COMPOUNDS;Fragrance
US4935243;Chewable, edible soft gelatin capsule;Fragrance
US2007082064;NUTRITIONAL OR DIETARY SUPPLEMENT FOR THE TREATMENT OF MACULAR DEGENERATION;Fragrance
US2002012644;GINSENG BERRY TOPICAL PRODUCTS;Fragrance
US2006292217;NUTRITIONAL SUPPLEMENT AND SOFT GELATIN CAPSULE DELIVERY SYSTEM;Fragrance
US2011262553;COMPOSITIONS SUITABLE FOR TREATING CUTANEOUS SIGNS OF AGING;sodium
US2006018983;COMPOSITION CONTAINING GREEN-YELLOW VEGETABLES AND LIGHT-COLORED VEGETABLES;Astaxanthin
US2002127303;COMPOSITIONS COMPRISING FAT SOLUBLE SUBSTANCES IN A GLASSY CARBOHYDRATE MATRIX;Astaxanthin
US2007224215;Brown seaweed extracts in capsules consisting of broad-spectrum freeze dried antioxidant concentrates, Fucoidan, crystalloidals, Mangosteen, hyaluronic acid, alpha lipoic acid, green tea extract, vitamin C, and black pepper extract with delivery systems for utilization of nutrients;Astaxanthin
US2006182798;COMPOSITION FOR GELATIN COATING, GELATIN COATING, AND PREPARATION USING THE SAME;Astaxanthin
US10212957;METHOD FOR PREPARING OIL-DISPERSIBLE CAROTENOID PREPARATION;Astaxanthin
US10016363;PRE-SPRAY EMULSIONS AND POWDERS CONTAINING NON-POLAR COMPOUNDS;Astaxanthin
US2008089941;FUCOIDAN COMPOSITIONS AND METHODS;Astaxanthin
US2009011012;FATTY ACID COMPOSITIONS AND METHODS OF USE;Astaxanthin
US2018193483;DRUG FORMULATION BASED ON PARTICULATES COMPRISING POLYSACCHARIDE-VITAMIN CONJUGATE;Astaxanthin
US2018280333;FISH EGG EXTRACTS, OMEGA-3 LIPID-BASED COMPOSITIONS AND USES THEREOF;Astaxanthin
US2003170324;25-HYDROXY VITAMIN D3 COMPOSITIONS;Menadione
US2007141096;ENCAPSULATION OF SENSITIVE LIQUID COMPONENTS INTO A MATRIX TO OBTAIN DISCRETE SHELF-STABLE PARTICLES;Menadione
US2003073738;NONTOXIC POTENTIATION/SENSITIZATION OF CANCER THERAPY BY SUPPLEMENTARY TREATMENT WITH COMBINED VITAMINS C AND K3;Menadione
US4230687;ENCAPSULATION OF ACTIVE AGENTS AS MICRODISPERSIONS IN HOMOGENEOUS NATURAL POLYMERIC MATRICES;grape
US2008160084;NATURAL WATER-INSOLUBLE ENCAPSULATION COMPOSITIONS AND PROCESSES FOR PREPARING SAME;Bixin
US2005271705;RETINOID-CONTAINING SUSTAINED RELEASE INTRAOCULAR DRUG DELIVERY SYSTEM AND RELATED METHODS;Polylactic Acid
US2013316004;COMPOSITIONS AND METHODS FOR STABILIZING SUSCEPTIBLE COMPOUNDS;Dendrimers
US2003193102;ENCAPSULATED AGGLOMERATION OF MICROCAPSULES AND METHOD FOR THE PREPARATION THEREOF;Fish Oil
US2018280333;FISH EGG EXTRACTS, OMEGA-3 LIPID-BASED COMPOSITIONS AND USES THEREOF;Fish Oil
US2002146400;COMPOSITION FOR REDUCING PLASMA TRIGLYCERIDES, PLATELET AGGREGATION, AND OXIDATIVE CAPACITY;Fish Oil
US5780039;ORALLY-INGESTIBLE NUTRITION COMPOSITIONS HAVING IMPROVED PALATABILITY;Fish Oil
US2017056463;COMPOSITIONS AND METHODS FOR TREATING DIABETES;Nicotin Amide
US2009074860;NUTRITIONAL BEVERAGE WITH SKIN IMPROVEMENT AIDS;Nicotin Amide
US6174890;ANTI-STRESS, ANTI-IMPAIRMENT AND ANTI-AGING DRUG AND PROCESS FOR MANUFACTURING THEREOF;Nicotin Amide
US2002172721;VITAMIN FORMULATION FOR CARDIOVASCULAR HEALTH;Nicotin Amide
US2006115555;NUTRITIONAL SUPPLEMENTS CONTAINING XANTHONE EXTRACTS;Nicotin Amide
US2014356424;COMPOSITION FOR TREATMENT OR REDUCTION OF SYMPTOMS RELATED TO PREMENSTRUAL SYNDROME (PMS), PREMENSTRUAL DISPHORIC DISORDER (PMDD), PREMENOPAUSE, MENOPAUSE OR FEMALE HORMONAL DISORDERS, IN A PHARMACEUTICAL COMPOSITION CONTAINING SAID FORM, AND PROCESS FOR PRODUCING SAID PHARMACEUTICAL FORM AND USE OF SAID COMPOSITION;Nicotin Amide
US5770215;Multivitamin/vascular occlusion inhibiting composition;Nicotin Amide
US2004213857;MULTI-VITAMIN AND MINERAL SUPPLEMENT FOR PREGNANT WOMEN;Nicotin Amide
US2018368458;TIME RELEASE VITAMINS AND MINERALS IN EDIBLE OILS;Nicotin Amide
US2008131501;ENHANCED IMMEDIATE RELEASE FORMULATIONS OF TOPIRAMATE;Nicotin Amide
US3475535;METHOD OF ANALEPTIC TREATMENT WITH 1,4-ENDOMETHYLENE - DELTA**5 - CYCLOHEXENE - 2,3-TRANS - DICARBOXYLIC ACID BIS - DIETHYL-AMIDE;Nicotin Amide
US3160564;MULTI-VITAMIN COMPOSITION CONTAINING PANTOTHENAMIDE;Nicotin Amide
US2016250128;TARGETED CAPSULES FOR THE DELIVERY OF SKIN WHITENING AGENTS IN THE SKIN;Nicotin Amide
US2519487;MULTIVITAMIN PREPARATION;Nicotin Amide
US2650895;SPRAY DRIED VITAMIN A AND D EMULSION;Nicotin Amide
US2006013818;METHOD OF TREATING GRANULOMA ANNULARE OR SARCOID;Nicotin Amide
US5126328;PROCESS FOR CROSSLINKING GELATIN;Nicotin Amide
US2005202104;METHOD OF ENHANCEMENT OF COGNITIVE SKILLS;Nicotin Amide
US5002780;MAGNESIUM SALT OF A FATTY ACID ACYL LACTYLATE;Nicotin Amide
US5972985;HISTIDINE CONTAINING NUTRICEUTICAL COMPOSITIONS;Nicotin Amide
US2018200275;METHOD AND THE USE TO IMPROVE ORAL ABSORPTION OF NICOTINAMIDE AND NICOTINAMIDE RIBOSIDE;Nicotin Amide
US2004191295;COMPOSITION AND METHOD FOR VIRAL INHIBITION;Nicotin Amide
US5759559;METHOD AND COMPOSITION FOR TREATING ACNE;Nicotin Amide
US3860733;MICROENCAPSULATED PRODUCT;Nicotin Amide
US2018289625;CAPSULE WITH VOLUME-ADJUSTABLE INTERNAL DIAPHRAGM;Alpha-carotene
US2004116514;COMPOSITIONS FOR PREVENTING HUMAN CANCER AND METHOD OF PREVENTING HUMAN CANCER;Alpha-carotene
US6086910;FOOD SUPPLEMENTS;Alpha-carotene
US2001009926;MESOZEAXANTHIN FORMULATIONS FOR TREATMENT OF RETINAL DISORDERS;Alpha-carotene
US5180747;STABILIZED FAT-SOLUBLE VITAMIN COMPOSITIONS;Alpha-carotene
US5976568;MODULAR SYSTEM OF DIETARY SUPPLEMENT COMPOSITIONS FOR OPTIMIZING HEALTH BENEFITS AND METHODS;Alpha-carotene
US5518736;METHOD OF PREPARING NATURAL-OIL-CONTAINING EMULSIONS AND MICROCAPSULES AND ITS USES;citrus
US2003188841;TISSUE PRODUCTS CONTAINING SOFTNESS;mint
US2003138520;CONFECTIONERY PRODUCTS CONTAINING ACTIVE INGREDIENTS;mint
US8613961;DERMATOLOGICAL CREAM WITH NATURAL INGREDIENTS BASE;mint
